id,masv,hoten,sdt,diachi,lop,ma_nganh,ngay_sinh,gioi_tinh,ghi_chu
2363,SV02363,Sinh viên 2363,0983595432,Hạ Long 2363,DL3,DL,18/09/2002,Nam,
2364,SV02364,Sinh viên 2364,0922563766,Hạ Long 2364,KT5,KT,25/06/2001,Nữ,
2365,SV02365,Sinh viên 2365,0982641949,Hạ Long 2365,KT3,KT,10/05/2002,Nam,
2366,SV02366,Sinh viên 2366,0914642049,Hạ Long 2366,CNTT2,CNTT,28/02/2005,Nam,
2367,SV02367,Sinh viên 2367,0933066597,Hạ Long 2367,KT2,KT,06/03/2003,Nam,
2368,SV02368,Sinh viên 2368,0971690284,Hạ Long 2368,DL3,DL,25/02/2005,Nữ,
2369,SV02369,Sinh viên 2369,0929786861,Hạ Long 2369,DL2,DL,22/08/2003,Nữ,
2370,SV02370,Sinh viên 2370,0979509129,Hạ Long 2370,DL1,DL,12/08/2001,Nữ,
2371,SV02371,Sinh viên 2371,0980356568,Hạ Long 2371,DL1,DL,06/05/2001,Nữ,
2372,SV02372,Sinh viên 2372,0933694430,Hạ Long 2372,KT2,KT,24/10/2000,Nam,
2373,SV02373,Sinh viên 2373,0976164773,Hạ Long 2373,KT1,KT,02/05/2002,Nữ,
2374,SV02374,Sinh viên 2374,0945671831,Hạ Long 2374,QTKD1,QTKD,18/05/2001,Nam,
2375,SV02375,Sinh viên 2375,0946551971,Hạ Long 2375,NN2,NN,18/12/2004,Nam,
2376,SV02376,Sinh viên 2376,0941683318,Hạ Long 2376,CNTT2,CNTT,06/01/2004,Nữ,
2377,SV02377,Sinh viên 2377,0962284659,Hạ Long 2377,KT1,KT,16/12/2004,Nam,
2378,SV02378,Sinh viên 2378,0948566448,Hạ Long 2378,NN3,NN,20/10/2005,Nam,
2379,SV02379,Sinh viên 2379,0930675057,Hạ Long 2379,KT5,KT,08/12/2003,Nam,
2380,SV02380,Sinh viên 2380,0946189188,Hạ Long 2380,CNTT5,CNTT,05/08/2000,Nữ,
2381,SV02381,Sinh viên 2381,0957825365,Hạ Long 2381,DL5,DL,18/11/2005,Nam,
2382,SV02382,Sinh viên 2382,0955914524,Hạ Long 2382,DL1,DL,16/10/2005,Nam,
2383,SV02383,Sinh viên 2383,0978474792,Hạ Long 2383,NN4,NN,20/07/2000,Nam,
2384,SV02384,Sinh viên 2384,0968908457,Hạ Long 2384,CNTT4,CNTT,20/02/2002,Nam,
2385,SV02385,Sinh viên 2385,0937497168,Hạ Long 2385,QTKD3,QTKD,11/10/2005,Nữ,
2386,SV02386,Sinh viên 2386,0981921561,Hạ Long 2386,CNTT2,CNTT,26/04/2000,Nữ,
2387,SV02387,Sinh viên 2387,0920043820,Hạ Long 2387,DL1,DL,02/05/2003,Nữ,
2388,SV02388,Sinh viên 2388,0974396308,Hạ Long 2388,NN2,NN,26/10/2005,Nam,
2389,SV02389,Sinh viên 2389,0985868498,Hạ Long 2389,CNTT1,CNTT,24/09/2005,Nữ,
2390,SV02390,Sinh viên 2390,0932523961,Hạ Long 2390,DL4,DL,16/04/2003,Nữ,
2391,SV02391,Sinh viên 2391,0990904469,Hạ Long 2391,NN4,NN,17/12/2002,Nữ,
2392,SV02392,Sinh viên 2392,0976637549,Hạ Long 2392,CNTT2,CNTT,26/07/2003,Nam,
2393,SV02393,Sinh viên 2393,0981689250,Hạ Long 2393,DL1,DL,06/12/2005,Nam,
2394,SV02394,Sinh viên 2394,0947731719,Hạ Long 2394,NN3,NN,13/02/2001,Nam,
2395,SV02395,Sinh viên 2395,0957683129,Hạ Long 2395,QTKD5,QTKD,07/06/2002,Nữ,
2396,SV02396,Sinh viên 2396,0994620613,Hạ Long 2396,NN5,NN,05/08/2003,Nữ,
2397,SV02397,Sinh viên 2397,0952579711,Hạ Long 2397,QTKD1,QTKD,09/10/2004,Nam,
2398,SV02398,Sinh viên 2398,0927748126,Hạ Long 2398,DL1,DL,27/03/2004,Nữ,
2399,SV02399,Sinh viên 2399,0919403700,Hạ Long 2399,NN2,NN,19/05/2004,Nam,
2400,SV02400,Sinh viên 2400,0952948993,Hạ Long 2400,QTKD3,QTKD,23/06/2001,Nữ,
2401,SV02401,Sinh viên 2401,0984138840,Hạ Long 2401,KT1,KT,26/12/2000,Nữ,
2402,SV02402,Sinh viên 2402,0993879549,Hạ Long 2402,NN2,NN,12/03/2002,Nữ,
2403,SV02403,Sinh viên 2403,0928481628,Hạ Long 2403,CNTT5,CNTT,26/01/2000,Nữ,
2404,SV02404,Sinh viên 2404,0980077584,Hạ Long 2404,QTKD2,QTKD,19/11/2002,Nữ,
2405,SV02405,Sinh viên 2405,0943848917,Hạ Long 2405,NN2,NN,17/03/2003,Nữ,
2406,SV02406,Sinh viên 2406,0958176187,Hạ Long 2406,KT3,KT,21/05/2004,Nữ,
2407,SV02407,Sinh viên 2407,0938537814,Hạ Long 2407,NN5,NN,11/12/2004,Nam,
2408,SV02408,Sinh viên 2408,0957091662,Hạ Long 2408,KT4,KT,05/10/2000,Nữ,
2409,SV02409,Sinh viên 2409,0961421107,Hạ Long 2409,NN4,NN,24/08/2000,Nữ,
2410,SV02410,Sinh viên 2410,0949427360,Hạ Long 2410,KT4,KT,17/03/2005,Nữ,
2411,SV02411,Sinh viên 2411,0916625068,Hạ Long 2411,CNTT4,CNTT,23/02/2003,Nam,
2412,SV02412,Sinh viên 2412,0957085017,Hạ Long 2412,NN3,NN,22/01/2004,Nữ,
2413,SV02413,Sinh viên 2413,0929793938,Hạ Long 2413,CNTT1,CNTT,16/03/2002,Nữ,
2414,SV02414,Sinh viên 2414,0940298878,Hạ Long 2414,QTKD5,QTKD,25/10/2003,Nữ,
2415,SV02415,Sinh viên 2415,0998097061,Hạ Long 2415,NN4,NN,13/04/2002,Nữ,
2416,SV02416,Sinh viên 2416,0980281537,Hạ Long 2416,KT3,KT,19/01/2002,Nữ,
2417,SV02417,Sinh viên 2417,0959063584,Hạ Long 2417,DL1,DL,04/07/2002,Nữ,
2418,SV02418,Sinh viên 2418,0911204179,Hạ Long 2418,NN5,NN,17/10/2005,Nam,
2419,SV02419,Sinh viên 2419,0965783409,Hạ Long 2419,CNTT3,CNTT,11/03/2002,Nam,
2420,SV02420,Sinh viên 2420,0948049411,Hạ Long 2420,CNTT4,CNTT,27/11/2002,Nam,
2421,SV02421,Sinh viên 2421,0992445005,Hạ Long 2421,QTKD3,QTKD,19/05/2000,Nữ,
2422,SV02422,Sinh viên 2422,0918517797,Hạ Long 2422,CNTT3,CNTT,17/12/2004,Nam,
2423,SV02423,Sinh viên 2423,0941577423,Hạ Long 2423,QTKD3,QTKD,09/01/2000,Nữ,
2424,SV02424,Sinh viên 2424,0996646655,Hạ Long 2424,QTKD1,QTKD,05/09/2005,Nam,
2425,SV02425,Sinh viên 2425,0994769756,Hạ Long 2425,QTKD4,QTKD,26/12/2001,Nữ,
2426,SV02426,Sinh viên 2426,0922822425,Hạ Long 2426,DL4,DL,19/04/2003,Nữ,
2427,SV02427,Sinh viên 2427,0920754521,Hạ Long 2427,QTKD3,QTKD,10/03/2005,Nữ,
2428,SV02428,Sinh viên 2428,0939939073,Hạ Long 2428,NN1,NN,08/11/2003,Nữ,
2429,SV02429,Sinh viên 2429,0970926071,Hạ Long 2429,KT2,KT,22/05/2000,Nữ,
2430,SV02430,Sinh viên 2430,0966661869,Hạ Long 2430,CNTT3,CNTT,02/01/2004,Nữ,
2431,SV02431,Sinh viên 2431,0963103612,Hạ Long 2431,DL4,DL,19/02/2003,Nữ,
2432,SV02432,Sinh viên 2432,0934043114,Hạ Long 2432,NN5,NN,04/10/2001,Nữ,
2433,SV02433,Sinh viên 2433,0954518431,Hạ Long 2433,CNTT3,CNTT,19/11/2004,Nam,
2434,SV02434,Sinh viên 2434,0920871018,Hạ Long 2434,DL2,DL,16/02/2002,Nữ,
2435,SV02435,Sinh viên 2435,0942873799,Hạ Long 2435,KT3,KT,02/04/2005,Nam,
2436,SV02436,Sinh viên 2436,0979090363,Hạ Long 2436,DL2,DL,17/07/2003,Nam,
2437,SV02437,Sinh viên 2437,0971433238,Hạ Long 2437,DL1,DL,21/03/2003,Nữ,
2438,SV02438,Sinh viên 2438,0951862238,Hạ Long 2438,NN4,NN,11/08/2002,Nam,
2439,SV02439,Sinh viên 2439,0982050594,Hạ Long 2439,NN4,NN,22/06/2000,Nữ,
2440,SV02440,Sinh viên 2440,0947660614,Hạ Long 2440,DL3,DL,26/10/2004,Nữ,
2441,SV02441,Sinh viên 2441,0913229123,Hạ Long 2441,KT1,KT,20/09/2001,Nam,
2442,SV02442,Sinh viên 2442,0986290137,Hạ Long 2442,QTKD5,QTKD,27/11/2001,Nữ,
2443,SV02443,Sinh viên 2443,0941494569,Hạ Long 2443,NN4,NN,11/08/2000,Nam,
2444,SV02444,Sinh viên 2444,0985158070,Hạ Long 2444,QTKD1,QTKD,07/04/2001,Nam,
2445,SV02445,Sinh viên 2445,0996718961,Hạ Long 2445,DL1,DL,09/08/2001,Nam,
2446,SV02446,Sinh viên 2446,0994130831,Hạ Long 2446,CNTT4,CNTT,06/11/2002,Nam,
2447,SV02447,Sinh viên 2447,0936290530,Hạ Long 2447,QTKD4,QTKD,09/06/2002,Nữ,
2448,SV02448,Sinh viên 2448,0991716491,Hạ Long 2448,CNTT3,CNTT,24/08/2005,Nữ,
2449,SV02449,Sinh viên 2449,0969234723,Hạ Long 2449,DL3,DL,07/05/2000,Nữ,
2450,SV02450,Sinh viên 2450,0993771728,Hạ Long 2450,CNTT5,CNTT,16/10/2001,Nam,
2451,SV02451,Sinh viên 2451,0923840538,Hạ Long 2451,NN3,NN,28/07/2002,Nữ,
2452,SV02452,Sinh viên 2452,0918194000,Hạ Long 2452,KT1,KT,14/10/2001,Nữ,
2453,SV02453,Sinh viên 2453,0975657346,Hạ Long 2453,NN1,NN,19/10/2004,Nữ,
2454,SV02454,Sinh viên 2454,0950179187,Hạ Long 2454,KT3,KT,09/11/2001,Nam,
2455,SV02455,Sinh viên 2455,0993354595,Hạ Long 2455,DL2,DL,19/02/2002,Nam,
2456,SV02456,Sinh viên 2456,0953540126,Hạ Long 2456,CNTT1,CNTT,23/02/2003,Nữ,
2457,SV02457,Sinh viên 2457,0958793406,Hạ Long 2457,QTKD5,QTKD,02/03/2004,Nữ,
2458,SV02458,Sinh viên 2458,0973162690,Hạ Long 2458,KT1,KT,28/06/2005,Nữ,
2459,SV02459,Sinh viên 2459,0961551424,Hạ Long 2459,NN2,NN,09/02/2002,Nam,
2460,SV02460,Sinh viên 2460,0910401290,Hạ Long 2460,QTKD4,QTKD,24/08/2003,Nữ,
2461,SV02461,Sinh viên 2461,0937739263,Hạ Long 2461,DL3,DL,04/12/2005,Nữ,
2462,SV02462,Sinh viên 2462,0974353817,Hạ Long 2462,DL2,DL,03/01/2002,Nữ,
2463,SV02463,Sinh viên 2463,0936949068,Hạ Long 2463,KT5,KT,01/09/2000,Nữ,
2464,SV02464,Sinh viên 2464,0952800027,Hạ Long 2464,CNTT2,CNTT,13/09/2003,Nữ,
2465,SV02465,Sinh viên 2465,0990001500,Hạ Long 2465,KT3,KT,14/07/2001,Nữ,
2466,SV02466,Sinh viên 2466,0953362310,Hạ Long 2466,QTKD4,QTKD,21/08/2003,Nam,
2467,SV02467,Sinh viên 2467,0927289209,Hạ Long 2467,DL2,DL,06/03/2002,Nam,
2468,SV02468,Sinh viên 2468,0946862412,Hạ Long 2468,DL4,DL,24/03/2005,Nam,
2469,SV02469,Sinh viên 2469,0930503778,Hạ Long 2469,QTKD2,QTKD,09/11/2001,Nam,
2470,SV02470,Sinh viên 2470,0947196207,Hạ Long 2470,CNTT4,CNTT,13/04/2005,Nữ,
2471,SV02471,Sinh viên 2471,0922244135,Hạ Long 2471,CNTT5,CNTT,22/05/2003,Nữ,
2472,SV02472,Sinh viên 2472,0913194290,Hạ Long 2472,DL5,DL,15/06/2004,Nam,
2473,SV02473,Sinh viên 2473,0930995831,Hạ Long 2473,QTKD4,QTKD,22/12/2003,Nữ,
2474,SV02474,Sinh viên 2474,0947076864,Hạ Long 2474,DL4,DL,23/02/2004,Nữ,
2475,SV02475,Sinh viên 2475,0923974807,Hạ Long 2475,KT2,KT,13/02/2004,Nam,
2476,SV02476,Sinh viên 2476,0983089869,Hạ Long 2476,KT2,KT,09/01/2003,Nữ,
2477,SV02477,Sinh viên 2477,0984884936,Hạ Long 2477,NN5,NN,23/11/2005,Nữ,
2478,SV02478,Sinh viên 2478,0975369270,Hạ Long 2478,DL4,DL,09/07/2004,Nam,
2479,SV02479,Sinh viên 2479,0953408789,Hạ Long 2479,NN3,NN,05/10/2004,Nam,
2480,SV02480,Sinh viên 2480,0925045989,Hạ Long 2480,QTKD2,QTKD,26/09/2003,Nữ,
2481,SV02481,Sinh viên 2481,0982202272,Hạ Long 2481,QTKD2,QTKD,04/08/2005,Nữ,
2482,SV02482,Sinh viên 2482,0994575590,Hạ Long 2482,NN1,NN,07/08/2003,Nữ,
2483,SV02483,Sinh viên 2483,0999036649,Hạ Long 2483,NN2,NN,11/01/2003,Nam,
2484,SV02484,Sinh viên 2484,0980932177,Hạ Long 2484,NN5,NN,20/07/2001,Nam,
2485,SV02485,Sinh viên 2485,0987462410,Hạ Long 2485,DL1,DL,20/01/2002,Nam,
2486,SV02486,Sinh viên 2486,0965303208,Hạ Long 2486,QTKD5,QTKD,15/09/2005,Nữ,
2487,SV02487,Sinh viên 2487,0945013969,Hạ Long 2487,NN3,NN,10/02/2002,Nữ,
2488,SV02488,Sinh viên 2488,0924797937,Hạ Long 2488,DL1,DL,20/12/2005,Nữ,
2489,SV02489,Sinh viên 2489,0919979504,Hạ Long 2489,QTKD1,QTKD,16/12/2004,Nam,
2490,SV02490,Sinh viên 2490,0983528634,Hạ Long 2490,KT1,KT,03/08/2000,Nam,
2491,SV02491,Sinh viên 2491,0950251659,Hạ Long 2491,NN2,NN,13/12/2002,Nam,
2492,SV02492,Sinh viên 2492,0945108968,Hạ Long 2492,CNTT4,CNTT,27/08/2003,Nữ,
2493,SV02493,Sinh viên 2493,0951462223,Hạ Long 2493,NN2,NN,05/12/2004,Nữ,
2494,SV02494,Sinh viên 2494,0967452143,Hạ Long 2494,KT4,KT,01/03/2001,Nữ,
2495,SV02495,Sinh viên 2495,0965081752,Hạ Long 2495,QTKD4,QTKD,24/04/2000,Nam,
2496,SV02496,Sinh viên 2496,0926250725,Hạ Long 2496,CNTT3,CNTT,22/06/2000,Nam,
2497,SV02497,Sinh viên 2497,0917074019,Hạ Long 2497,NN1,NN,21/06/2003,Nữ,
2498,SV02498,Sinh viên 2498,0960379871,Hạ Long 2498,QTKD4,QTKD,18/06/2005,Nam,
2499,SV02499,Sinh viên 2499,0914812644,Hạ Long 2499,NN5,NN,21/12/2003,Nam,
2500,SV02500,Sinh viên 2500,0972911105,Hạ Long 2500,NN5,NN,26/08/2005,Nữ,
2501,SV02501,Sinh viên 2501,0998032048,Hạ Long 2501,KT3,KT,20/05/2001,Nam,
2502,SV02502,Sinh viên 2502,0934063261,Hạ Long 2502,DL4,DL,08/01/2004,Nữ,
2503,SV02503,Sinh viên 2503,0957513486,Hạ Long 2503,DL4,DL,03/05/2003,Nam,
2504,SV02504,Sinh viên 2504,0980576074,Hạ Long 2504,NN4,NN,01/04/2003,Nam,
2505,SV02505,Sinh viên 2505,0954814072,Hạ Long 2505,QTKD3,QTKD,05/08/2000,Nam,
2506,SV02506,Sinh viên 2506,0994983515,Hạ Long 2506,DL3,DL,19/08/2001,Nam,
2507,SV02507,Sinh viên 2507,0979514163,Hạ Long 2507,KT2,KT,22/01/2003,Nữ,
2508,SV02508,Sinh viên 2508,0946459660,Hạ Long 2508,DL4,DL,24/09/2005,Nam,
2509,SV02509,Sinh viên 2509,0961296169,Hạ Long 2509,CNTT5,CNTT,15/04/2004,Nữ,
2510,SV02510,Sinh viên 2510,0911065809,Hạ Long 2510,QTKD2,QTKD,15/08/2001,Nam,
2511,SV02511,Sinh viên 2511,0975473774,Hạ Long 2511,KT3,KT,17/08/2001,Nữ,
2512,SV02512,Sinh viên 2512,0956021246,Hạ Long 2512,KT1,KT,18/03/2001,Nữ,
2513,SV02513,Sinh viên 2513,0966993453,Hạ Long 2513,KT2,KT,26/09/2002,Nam,
2514,SV02514,Sinh viên 2514,0962281650,Hạ Long 2514,KT3,KT,04/02/2003,Nam,
2515,SV02515,Sinh viên 2515,0921655973,Hạ Long 2515,NN4,NN,13/03/2005,Nam,
2516,SV02516,Sinh viên 2516,0930544364,Hạ Long 2516,CNTT2,CNTT,05/03/2004,Nữ,
2517,SV02517,Sinh viên 2517,0989236321,Hạ Long 2517,DL5,DL,21/05/2003,Nam,
2518,SV02518,Sinh viên 2518,0914045590,Hạ Long 2518,QTKD4,QTKD,10/02/2005,Nữ,
2519,SV02519,Sinh viên 2519,0940215531,Hạ Long 2519,CNTT2,CNTT,25/12/2005,Nữ,
2520,SV02520,Sinh viên 2520,0940745301,Hạ Long 2520,QTKD2,QTKD,17/10/2004,Nữ,
2521,SV02521,Sinh viên 2521,0912144042,Hạ Long 2521,KT1,KT,17/07/2003,Nữ,
2522,SV02522,Sinh viên 2522,0994486669,Hạ Long 2522,CNTT5,CNTT,17/02/2004,Nam,
2523,SV02523,Sinh viên 2523,0960858124,Hạ Long 2523,NN5,NN,26/11/2005,Nữ,
2524,SV02524,Sinh viên 2524,0985574435,Hạ Long 2524,CNTT2,CNTT,01/10/2001,Nam,
2525,SV02525,Sinh viên 2525,0929615847,Hạ Long 2525,DL2,DL,11/09/2000,Nam,
2526,SV02526,Sinh viên 2526,0958893252,Hạ Long 2526,QTKD4,QTKD,11/12/2005,Nữ,
2527,SV02527,Sinh viên 2527,0933348509,Hạ Long 2527,QTKD3,QTKD,09/04/2000,Nam,
2528,SV02528,Sinh viên 2528,0973902718,Hạ Long 2528,NN3,NN,10/12/2002,Nữ,
2529,SV02529,Sinh viên 2529,0994332221,Hạ Long 2529,CNTT3,CNTT,10/01/2005,Nam,
2530,SV02530,Sinh viên 2530,0999557988,Hạ Long 2530,QTKD1,QTKD,25/06/2001,Nữ,
2531,SV02531,Sinh viên 2531,0985013018,Hạ Long 2531,CNTT2,CNTT,01/02/2000,Nam,
2532,SV02532,Sinh viên 2532,0972136620,Hạ Long 2532,KT1,KT,24/09/2001,Nam,
2533,SV02533,Sinh viên 2533,0994978119,Hạ Long 2533,KT3,KT,08/08/2001,Nam,
2534,SV02534,Sinh viên 2534,0916906245,Hạ Long 2534,CNTT5,CNTT,19/08/2000,Nữ,
2535,SV02535,Sinh viên 2535,0920402311,Hạ Long 2535,KT2,KT,11/07/2002,Nữ,
2536,SV02536,Sinh viên 2536,0961703853,Hạ Long 2536,NN5,NN,09/03/2004,Nữ,
2537,SV02537,Sinh viên 2537,0975785536,Hạ Long 2537,NN3,NN,20/02/2002,Nam,
2538,SV02538,Sinh viên 2538,0988104961,Hạ Long 2538,CNTT4,CNTT,20/06/2000,Nam,
2539,SV02539,Sinh viên 2539,0939359639,Hạ Long 2539,DL2,DL,22/11/2001,Nữ,
2540,SV02540,Sinh viên 2540,0940315437,Hạ Long 2540,DL4,DL,16/07/2001,Nữ,
2541,SV02541,Sinh viên 2541,0957737768,Hạ Long 2541,CNTT5,CNTT,26/11/2001,Nam,
2542,SV02542,Sinh viên 2542,0911256415,Hạ Long 2542,QTKD1,QTKD,18/08/2001,Nam,
2543,SV02543,Sinh viên 2543,0934453223,Hạ Long 2543,QTKD3,QTKD,22/01/2000,Nam,
2544,SV02544,Sinh viên 2544,0964143290,Hạ Long 2544,NN2,NN,05/03/2003,Nữ,
2545,SV02545,Sinh viên 2545,0919679988,Hạ Long 2545,CNTT4,CNTT,16/10/2004,Nam,
2546,SV02546,Sinh viên 2546,0918676774,Hạ Long 2546,NN4,NN,08/09/2002,Nữ,
2547,SV02547,Sinh viên 2547,0973875155,Hạ Long 2547,KT3,KT,13/07/2000,Nữ,
2548,SV02548,Sinh viên 2548,0971317799,Hạ Long 2548,CNTT4,CNTT,23/01/2000,Nữ,
2549,SV02549,Sinh viên 2549,0977541540,Hạ Long 2549,KT4,KT,19/12/2002,Nam,
2550,SV02550,Sinh viên 2550,0911288855,Hạ Long 2550,KT5,KT,10/08/2004,Nam,
2551,SV02551,Sinh viên 2551,0952999473,Hạ Long 2551,CNTT2,CNTT,06/08/2003,Nam,
2552,SV02552,Sinh viên 2552,0922340788,Hạ Long 2552,CNTT4,CNTT,14/07/2000,Nữ,
2553,SV02553,Sinh viên 2553,0913198336,Hạ Long 2553,DL1,DL,03/11/2001,Nam,
2554,SV02554,Sinh viên 2554,0925615848,Hạ Long 2554,CNTT4,CNTT,21/05/2004,Nam,
2555,SV02555,Sinh viên 2555,0968128864,Hạ Long 2555,QTKD5,QTKD,02/07/2003,Nam,
2556,SV02556,Sinh viên 2556,0971432828,Hạ Long 2556,KT3,KT,12/05/2000,Nam,
2557,SV02557,Sinh viên 2557,0923358638,Hạ Long 2557,NN5,NN,04/01/2005,Nữ,
2558,SV02558,Sinh viên 2558,0948588633,Hạ Long 2558,KT3,KT,08/06/2002,Nữ,
2559,SV02559,Sinh viên 2559,0928582805,Hạ Long 2559,CNTT1,CNTT,11/08/2002,Nữ,
2560,SV02560,Sinh viên 2560,0923921920,Hạ Long 2560,KT1,KT,28/06/2003,Nữ,
2561,SV02561,Sinh viên 2561,0955315647,Hạ Long 2561,CNTT3,CNTT,17/09/2004,Nam,
2562,SV02562,Sinh viên 2562,0919872582,Hạ Long 2562,CNTT3,CNTT,25/01/2003,Nam,
2563,SV02563,Sinh viên 2563,0941478918,Hạ Long 2563,DL4,DL,08/05/2003,Nữ,
2564,SV02564,Sinh viên 2564,0950391500,Hạ Long 2564,NN3,NN,04/09/2000,Nữ,
2565,SV02565,Sinh viên 2565,0949827608,Hạ Long 2565,DL2,DL,11/06/2002,Nam,
2566,SV02566,Sinh viên 2566,0918830581,Hạ Long 2566,KT5,KT,22/12/2005,Nữ,
2567,SV02567,Sinh viên 2567,0939315178,Hạ Long 2567,CNTT1,CNTT,03/02/2002,Nam,
2568,SV02568,Sinh viên 2568,0998397753,Hạ Long 2568,CNTT1,CNTT,17/08/2002,Nữ,
2569,SV02569,Sinh viên 2569,0961216276,Hạ Long 2569,QTKD4,QTKD,03/05/2005,Nam,
2570,SV02570,Sinh viên 2570,0925786056,Hạ Long 2570,DL5,DL,01/11/2002,Nữ,
2571,SV02571,Sinh viên 2571,0958455360,Hạ Long 2571,CNTT3,CNTT,16/09/2004,Nữ,
2572,SV02572,Sinh viên 2572,0974446543,Hạ Long 2572,DL1,DL,21/09/2001,Nữ,
2573,SV02573,Sinh viên 2573,0936560457,Hạ Long 2573,QTKD2,QTKD,06/08/2000,Nam,
2574,SV02574,Sinh viên 2574,0997610623,Hạ Long 2574,DL4,DL,07/09/2002,Nữ,
2575,SV02575,Sinh viên 2575,0928861418,Hạ Long 2575,CNTT1,CNTT,10/12/2003,Nữ,
2576,SV02576,Sinh viên 2576,0998448205,Hạ Long 2576,DL1,DL,25/03/2003,Nữ,
2577,SV02577,Sinh viên 2577,0958034163,Hạ Long 2577,QTKD3,QTKD,25/08/2003,Nam,
2578,SV02578,Sinh viên 2578,0963698044,Hạ Long 2578,CNTT1,CNTT,06/03/2002,Nam,
2579,SV02579,Sinh viên 2579,0953194947,Hạ Long 2579,NN1,NN,04/03/2002,Nữ,
2580,SV02580,Sinh viên 2580,0962807051,Hạ Long 2580,QTKD5,QTKD,17/05/2003,Nam,
2581,SV02581,Sinh viên 2581,0938630073,Hạ Long 2581,DL5,DL,27/05/2003,Nữ,
2582,SV02582,Sinh viên 2582,0937117460,Hạ Long 2582,QTKD5,QTKD,05/04/2005,Nữ,
2583,SV02583,Sinh viên 2583,0987653063,Hạ Long 2583,QTKD4,QTKD,28/06/2004,Nam,
2584,SV02584,Sinh viên 2584,0910851083,Hạ Long 2584,CNTT4,CNTT,19/03/2002,Nam,
2585,SV02585,Sinh viên 2585,0925327637,Hạ Long 2585,NN1,NN,12/05/2004,Nam,
2586,SV02586,Sinh viên 2586,0968254166,Hạ Long 2586,DL1,DL,10/10/2000,Nam,
2587,SV02587,Sinh viên 2587,0958804259,Hạ Long 2587,KT2,KT,24/07/2005,Nam,
2588,SV02588,Sinh viên 2588,0937171522,Hạ Long 2588,DL2,DL,24/11/2001,Nam,
2589,SV02589,Sinh viên 2589,0950703998,Hạ Long 2589,DL5,DL,22/12/2003,Nam,
2590,SV02590,Sinh viên 2590,0928330563,Hạ Long 2590,CNTT4,CNTT,19/03/2005,Nam,
2591,SV02591,Sinh viên 2591,0955236407,Hạ Long 2591,QTKD1,QTKD,03/08/2005,Nữ,
2592,SV02592,Sinh viên 2592,0966121596,Hạ Long 2592,QTKD4,QTKD,05/10/2005,Nữ,
2593,SV02593,Sinh viên 2593,0917061278,Hạ Long 2593,CNTT2,CNTT,06/08/2001,Nữ,
2594,SV02594,Sinh viên 2594,0968041386,Hạ Long 2594,CNTT2,CNTT,14/08/2004,Nam,
2595,SV02595,Sinh viên 2595,0980410367,Hạ Long 2595,KT3,KT,20/03/2004,Nữ,
2596,SV02596,Sinh viên 2596,0991318522,Hạ Long 2596,CNTT3,CNTT,14/06/2000,Nữ,
2597,SV02597,Sinh viên 2597,0995148624,Hạ Long 2597,NN4,NN,17/05/2003,Nam,
2598,SV02598,Sinh viên 2598,0952049521,Hạ Long 2598,NN2,NN,07/02/2000,Nữ,
2599,SV02599,Sinh viên 2599,0946998288,Hạ Long 2599,KT1,KT,03/05/2005,Nam,
2600,SV02600,Sinh viên 2600,0944337211,Hạ Long 2600,QTKD5,QTKD,13/11/2002,Nam,
2601,SV02601,Sinh viên 2601,0923842819,Hạ Long 2601,NN5,NN,03/06/2002,Nam,
2602,SV02602,Sinh viên 2602,0916322389,Hạ Long 2602,KT2,KT,09/03/2002,Nam,
2603,SV02603,Sinh viên 2603,0936859463,Hạ Long 2603,CNTT5,CNTT,02/01/2002,Nữ,
2604,SV02604,Sinh viên 2604,0936245716,Hạ Long 2604,DL4,DL,25/11/2002,Nữ,
2605,SV02605,Sinh viên 2605,0923728916,Hạ Long 2605,KT5,KT,13/09/2001,Nam,
2606,SV02606,Sinh viên 2606,0975226345,Hạ Long 2606,KT4,KT,12/11/2001,Nam,
2607,SV02607,Sinh viên 2607,0976759398,Hạ Long 2607,CNTT2,CNTT,24/05/2005,Nam,
2608,SV02608,Sinh viên 2608,0911293783,Hạ Long 2608,CNTT2,CNTT,22/01/2001,Nam,
2609,SV02609,Sinh viên 2609,0983791610,Hạ Long 2609,CNTT3,CNTT,19/06/2003,Nữ,
2610,SV02610,Sinh viên 2610,0982886708,Hạ Long 2610,QTKD4,QTKD,18/04/2002,Nam,
2611,SV02611,Sinh viên 2611,0922500723,Hạ Long 2611,CNTT5,CNTT,26/04/2002,Nam,
2612,SV02612,Sinh viên 2612,0969095010,Hạ Long 2612,CNTT3,CNTT,10/05/2005,Nam,
2613,SV02613,Sinh viên 2613,0942822428,Hạ Long 2613,QTKD4,QTKD,21/06/2000,Nữ,
2614,SV02614,Sinh viên 2614,0941492378,Hạ Long 2614,QTKD3,QTKD,14/09/2005,Nữ,
2615,SV02615,Sinh viên 2615,0956870002,Hạ Long 2615,NN2,NN,27/06/2000,Nữ,
2616,SV02616,Sinh viên 2616,0978602583,Hạ Long 2616,DL2,DL,27/10/2002,Nam,
2617,SV02617,Sinh viên 2617,0952190111,Hạ Long 2617,NN5,NN,24/03/2000,Nam,
2618,SV02618,Sinh viên 2618,0982225548,Hạ Long 2618,CNTT5,CNTT,26/02/2001,Nam,
2619,SV02619,Sinh viên 2619,0931942183,Hạ Long 2619,DL3,DL,28/01/2002,Nữ,
