id,masv,hoten,cc,dk1,dk2,dt,diem_trung_binh,ghi_chu
2817,SV02817,Sinh viên 2817,5.4,9.4,5.7,4.3,5.38,Trung bình
2818,SV02818,Sinh viên 2818,5.2,6.4,4.9,9.2,7.73,Khá
2819,SV02819,Sinh viên 2819,6.9,4.3,7.4,6.2,6.16,Trung bình
2820,SV02820,Sinh viên 2820,7.5,6.9,5.0,7.0,6.74,Khá
2821,SV02821,Sinh viên 2821,5.9,5.6,8.0,7.4,7.07,Khá
2822,SV02822,Sinh viên 2822,6.1,3.3,4.1,8.5,6.82,Khá
2823,SV02823,Sinh viên 2823,8.5,6.2,5.4,3.8,4.87,Yếu
2824,SV02824,Sinh viên 2824,9.4,5.9,3.4,4.4,4.97,Yếu
2825,SV02825,Sinh viên 2825,5.9,3.8,7.1,3.4,4.26,Yếu
2826,SV02826,Sinh viên 2826,5.7,4.1,9.6,4.3,5.21,Trung bình
2827,SV02827,Sinh viên 2827,7.3,6.1,9.1,6.8,7.09,Khá
2828,SV02828,Sinh viên 2828,7.0,8.6,5.9,7.5,7.38,Khá
2829,SV02829,Sinh viên 2829,6.5,9.9,4.4,5.7,6.21,Trung bình
2830,SV02830,Sinh viên 2830,5.4,4.5,6.8,7.6,6.79,Khá
2831,SV02831,Sinh viên 2831,9.5,4.4,5.6,2.9,4.19,Yếu
2832,SV02832,Sinh viên 2832,9.6,6.6,8.9,3.1,5.14,Trung bình
2833,SV02833,Sinh viên 2833,6.9,7.5,4.0,4.3,4.99,Yếu
2834,SV02834,Sinh viên 2834,9.3,5.4,8.7,9.6,8.8,Giỏi
2835,SV02835,Sinh viên 2835,5.7,5.9,5.0,4.8,5.08,Trung bình
2836,SV02836,Sinh viên 2836,8.4,6.5,5.9,8.3,7.68,Khá
2837,SV02837,Sinh viên 2837,7.0,7.8,6.9,8.3,7.88,Khá
2838,SV02838,Sinh viên 2838,7.9,4.9,6.9,6.0,6.16,Trung bình
2839,SV02839,Sinh viên 2839,7.5,7.9,5.1,9.3,8.28,Giỏi
2840,SV02840,Sinh viên 2840,5.7,5.9,4.5,3.1,3.99,Yếu
2841,SV02841,Sinh viên 2841,6.2,5.0,8.3,2.6,4.18,Yếu
2842,SV02842,Sinh viên 2842,6.3,4.7,4.7,7.6,6.6,Khá
2843,SV02843,Sinh viên 2843,9.4,7.9,4.1,9.8,8.62,Giỏi
2844,SV02844,Sinh viên 2844,6.3,6.9,3.2,6.8,6.22,Trung bình
2845,SV02845,Sinh viên 2845,5.9,3.5,3.0,4.5,4.26,Yếu
2846,SV02846,Sinh viên 2846,7.3,8.5,3.9,9.3,8.17,Giỏi
2847,SV02847,Sinh viên 2847,9.0,6.4,5.6,8.8,7.98,Khá
2848,SV02848,Sinh viên 2848,7.0,4.5,3.9,4.7,4.78,Yếu
2849,SV02849,Sinh viên 2849,6.9,5.6,6.5,5.2,5.62,Trung bình
2850,SV02850,Sinh viên 2850,5.2,6.3,9.2,9.5,8.54,Giỏi
2851,SV02851,Sinh viên 2851,6.9,8.7,3.2,9.6,8.23,Giỏi
2852,SV02852,Sinh viên 2852,9.2,4.2,6.8,6.1,6.23,Trung bình
2853,SV02853,Sinh viên 2853,8.1,4.7,8.5,4.1,5.25,Trung bình
2854,SV02854,Sinh viên 2854,5.2,4.4,3.1,3.8,3.92,Yếu
2855,SV02855,Sinh viên 2855,7.5,8.8,6.2,5.5,6.3,Trung bình
2856,SV02856,Sinh viên 2856,9.0,5.7,7.6,8.5,7.99,Khá
2857,SV02857,Sinh viên 2857,5.4,8.0,4.6,6.4,6.27,Trung bình
2858,SV02858,Sinh viên 2858,5.1,4.2,9.0,6.6,6.45,Trung bình
2859,SV02859,Sinh viên 2859,6.2,8.2,7.0,6.0,6.5,Khá
2860,SV02860,Sinh viên 2860,7.4,5.7,7.6,3.4,4.78,Yếu
2861,SV02861,Sinh viên 2861,9.9,4.3,5.6,7.8,7.15,Khá
2862,SV02862,Sinh viên 2862,8.4,5.9,6.7,2.5,4.23,Yếu
2863,SV02863,Sinh viên 2863,7.4,7.1,6.7,9.1,8.27,Giỏi
2864,SV02864,Sinh viên 2864,5.5,7.3,3.5,2.3,3.55,Yếu
2865,SV02865,Sinh viên 2865,6.5,5.2,6.3,3.5,4.47,Yếu
2866,SV02866,Sinh viên 2866,8.1,9.2,9.4,8.8,8.88,Giỏi
2867,SV02867,Sinh viên 2867,9.1,5.9,5.2,8.1,7.43,Khá
2868,SV02868,Sinh viên 2868,9.3,5.7,5.5,9.5,8.31,Giỏi
2869,SV02869,Sinh viên 2869,6.0,6.4,8.4,8.3,7.8,Khá
2870,SV02870,Sinh viên 2870,9.4,9.4,5.0,6.1,6.76,Khá
2871,SV02871,Sinh viên 2871,9.1,9.7,4.8,8.0,7.88,Khá
2872,SV02872,Sinh viên 2872,6.8,3.1,9.9,4.7,5.45,Trung bình
2873,SV02873,Sinh viên 2873,6.3,3.6,9.1,7.8,7.21,Khá
2874,SV02874,Sinh viên 2874,5.3,7.6,9.9,8.6,8.31,Giỏi
2875,SV02875,Sinh viên 2875,6.5,6.7,7.7,3.9,5.15,Trung bình
2876,SV02876,Sinh viên 2876,9.6,8.8,8.3,2.7,5.14,Trung bình
2877,SV02877,Sinh viên 2877,5.4,3.9,5.4,3.3,3.92,Yếu
2878,SV02878,Sinh viên 2878,8.4,5.3,6.7,2.6,4.2,Yếu
2879,SV02879,Sinh viên 2879,9.7,5.8,4.8,5.0,5.56,Trung bình
2880,SV02880,Sinh viên 2880,8.7,5.9,4.8,6.2,6.19,Trung bình
2881,SV02881,Sinh viên 2881,9.2,4.5,8.5,9.2,8.39,Giỏi
2882,SV02882,Sinh viên 2882,8.7,3.0,6.2,7.6,6.81,Khá
2883,SV02883,Sinh viên 2883,9.2,5.7,6.5,8.1,7.61,Khá
2884,SV02884,Sinh viên 2884,7.7,5.1,9.6,7.1,7.23,Khá
2885,SV02885,Sinh viên 2885,7.5,5.5,3.8,2.6,3.71,Yếu
2886,SV02886,Sinh viên 2886,8.0,7.1,6.2,7.3,7.17,Khá
2887,SV02887,Sinh viên 2887,8.9,7.8,5.9,9.1,8.4,Giỏi
2888,SV02888,Sinh viên 2888,7.9,5.6,4.3,3.9,4.61,Yếu
2889,SV02889,Sinh viên 2889,7.1,5.9,8.4,7.0,7.05,Khá
2890,SV02890,Sinh viên 2890,6.2,7.7,4.0,9.2,7.89,Khá
2891,SV02891,Sinh viên 2891,6.2,6.7,8.8,8.8,8.22,Giỏi
2892,SV02892,Sinh viên 2892,9.7,7.1,5.7,4.7,5.71,Trung bình
2893,SV02893,Sinh viên 2893,7.1,9.8,6.5,3.3,5.13,Trung bình
2894,SV02894,Sinh viên 2894,8.5,7.6,9.2,8.6,8.53,Giỏi
2895,SV02895,Sinh viên 2895,6.6,6.8,7.3,8.0,7.57,Khá
2896,SV02896,Sinh viên 2896,6.2,7.9,6.4,4.9,5.71,Trung bình
2897,SV02897,Sinh viên 2897,6.6,7.9,9.1,8.0,8.01,Giỏi
2898,SV02898,Sinh viên 2898,9.7,5.0,9.7,6.7,7.19,Khá
2899,SV02899,Sinh viên 2899,7.2,3.8,3.3,4.6,4.54,Yếu
2900,SV02900,Sinh viên 2900,5.1,4.0,4.5,6.9,5.92,Trung bình
2901,SV02901,Sinh viên 2901,5.2,8.1,4.5,8.9,7.75,Khá
2902,SV02902,Sinh viên 2902,5.6,8.4,9.6,2.3,4.64,Yếu
2903,SV02903,Sinh viên 2903,5.4,4.8,7.3,9.7,8.17,Giỏi
2904,SV02904,Sinh viên 2904,7.4,4.5,9.4,10.0,8.82,Giỏi
2905,SV02905,Sinh viên 2905,6.8,5.7,5.7,6.4,6.23,Trung bình
2906,SV02906,Sinh viên 2906,6.5,5.4,8.1,7.0,6.88,Khá
2907,SV02907,Sinh viên 2907,7.4,9.5,9.7,4.3,6.2,Trung bình
2908,SV02908,Sinh viên 2908,6.1,3.2,3.1,5.7,4.97,Yếu
2909,SV02909,Sinh viên 2909,8.0,7.8,8.3,6.5,7.12,Khá
2910,SV02910,Sinh viên 2910,6.9,6.2,5.8,6.6,6.45,Trung bình
2911,SV02911,Sinh viên 2911,10.0,7.8,6.4,2.9,4.87,Yếu
2912,SV02912,Sinh viên 2912,7.6,3.9,3.2,9.1,7.29,Khá
2913,SV02913,Sinh viên 2913,7.9,8.6,5.2,3.8,5.14,Trung bình
2914,SV02914,Sinh viên 2914,6.5,7.4,3.4,9.4,7.91,Khá
2915,SV02915,Sinh viên 2915,6.0,7.8,6.2,2.3,4.08,Yếu
2916,SV02916,Sinh viên 2916,7.3,4.0,7.9,7.6,7.07,Khá
2917,SV02917,Sinh viên 2917,7.6,8.9,3.5,7.3,7.0,Khá
2918,SV02918,Sinh viên 2918,8.4,7.6,3.6,4.9,5.46,Trung bình
2919,SV02919,Sinh viên 2919,5.4,9.8,4.6,8.3,7.68,Khá
2920,SV02920,Sinh viên 2920,5.7,10.0,4.3,8.3,7.7,Khá
2921,SV02921,Sinh viên 2921,5.2,3.1,3.4,7.3,5.88,Trung bình
2922,SV02922,Sinh viên 2922,8.7,6.1,8.8,3.8,5.38,Trung bình
2923,SV02923,Sinh viên 2923,8.9,6.9,8.7,5.2,6.35,Trung bình
2924,SV02924,Sinh viên 2924,5.2,3.2,5.1,2.8,3.45,Yếu
2925,SV02925,Sinh viên 2925,8.9,9.8,3.0,5.5,6.11,Trung bình
2926,SV02926,Sinh viên 2926,8.3,4.9,3.6,9.2,7.62,Khá
2927,SV02927,Sinh viên 2927,9.3,8.0,8.5,8.4,8.45,Giỏi
2928,SV02928,Sinh viên 2928,6.8,4.0,6.6,9.7,8.09,Giỏi
2929,SV02929,Sinh viên 2929,8.4,5.7,8.1,6.5,6.81,Khá
2930,SV02930,Sinh viên 2930,5.8,4.7,7.4,7.7,7.02,Khá
2931,SV02931,Sinh viên 2931,9.8,3.7,4.1,2.2,3.47,Yếu
2932,SV02932,Sinh viên 2932,8.2,3.4,6.1,2.9,3.99,Yếu
2933,SV02933,Sinh viên 2933,6.1,7.3,6.6,2.7,4.31,Yếu
2934,SV02934,Sinh viên 2934,8.1,6.6,9.6,5.9,6.78,Khá
2935,SV02935,Sinh viên 2935,5.1,9.8,7.0,6.1,6.69,Khá
2936,SV02936,Sinh viên 2936,6.5,8.2,7.4,3.5,5.09,Trung bình
2937,SV02937,Sinh viên 2937,6.4,6.7,7.5,5.7,6.19,Trung bình
2938,SV02938,Sinh viên 2938,7.7,8.6,4.6,6.9,6.89,Khá
2939,SV02939,Sinh viên 2939,9.7,4.4,8.6,4.5,5.62,Trung bình
2940,SV02940,Sinh viên 2940,7.2,8.8,7.7,6.2,6.92,Khá
2941,SV02941,Sinh viên 2941,7.0,7.7,9.2,8.0,8.04,Giỏi
2942,SV02942,Sinh viên 2942,5.9,4.9,4.4,7.3,6.37,Trung bình
2943,SV02943,Sinh viên 2943,8.3,6.9,9.0,7.1,7.47,Khá
2944,SV02944,Sinh viên 2944,6.1,5.1,6.5,4.9,5.29,Trung bình
2945,SV02945,Sinh viên 2945,6.8,9.5,7.8,3.5,5.38,Trung bình
2946,SV02946,Sinh viên 2946,9.5,3.9,4.7,9.3,7.82,Khá
2947,SV02947,Sinh viên 2947,8.0,7.6,9.8,4.1,5.87,Trung bình
2948,SV02948,Sinh viên 2948,8.1,7.6,5.9,5.6,6.2,Trung bình
2949,SV02949,Sinh viên 2949,8.6,6.7,7.1,7.1,7.19,Khá
2950,SV02950,Sinh viên 2950,7.4,3.3,5.3,7.0,6.23,Trung bình
2951,SV02951,Sinh viên 2951,8.1,3.8,5.5,6.7,6.22,Trung bình
2952,SV02952,Sinh viên 2952,10.0,5.3,7.8,4.2,5.48,Trung bình
2953,SV02953,Sinh viên 2953,8.5,9.3,4.7,5.5,6.25,Trung bình
2954,SV02954,Sinh viên 2954,5.2,3.9,3.7,9.2,7.18,Khá
2955,SV02955,Sinh viên 2955,7.1,4.6,4.1,9.8,7.89,Khá
2956,SV02956,Sinh viên 2956,7.7,6.8,7.1,7.2,7.17,Khá
2957,SV02957,Sinh viên 2957,7.4,8.6,7.4,7.1,7.4,Khá
2958,SV02958,Sinh viên 2958,6.0,9.6,6.3,9.4,8.62,Giỏi
2959,SV02959,Sinh viên 2959,5.0,6.1,4.8,3.1,3.99,Yếu
2960,SV02960,Sinh viên 2960,5.4,4.3,6.9,9.3,7.8,Khá
2961,SV02961,Sinh viên 2961,5.6,6.0,9.0,2.1,4.07,Yếu
2962,SV02962,Sinh viên 2962,9.0,7.5,6.9,9.6,8.82,Giỏi
2963,SV02963,Sinh viên 2963,8.2,8.0,5.1,2.4,4.22,Yếu
2964,SV02964,Sinh viên 2964,6.8,9.7,9.0,6.6,7.44,Khá
2965,SV02965,Sinh viên 2965,7.2,3.6,8.0,9.3,8.04,Giỏi
2966,SV02966,Sinh viên 2966,6.9,5.9,3.3,2.5,3.57,Yếu
2967,SV02967,Sinh viên 2967,6.2,3.9,3.4,7.7,6.33,Trung bình
2968,SV02968,Sinh viên 2968,7.1,4.9,5.9,5.7,5.75,Trung bình
2969,SV02969,Sinh viên 2969,8.5,3.3,9.7,4.2,5.32,Trung bình
2970,SV02970,Sinh viên 2970,9.1,8.9,9.4,5.0,6.66,Khá
2971,SV02971,Sinh viên 2971,6.2,9.6,5.9,9.3,8.53,Giỏi
2972,SV02972,Sinh viên 2972,9.9,7.5,5.8,6.3,6.77,Khá
2973,SV02973,Sinh viên 2973,6.6,8.7,7.7,9.4,8.76,Giỏi
2974,SV02974,Sinh viên 2974,7.5,6.8,4.8,9.1,7.95,Khá
2975,SV02975,Sinh viên 2975,6.1,3.7,3.2,7.9,6.38,Trung bình
2976,SV02976,Sinh viên 2976,5.1,4.1,9.0,7.0,6.67,Khá
2977,SV02977,Sinh viên 2977,9.2,8.8,3.9,9.6,8.59,Giỏi
2978,SV02978,Sinh viên 2978,7.9,5.2,4.1,8.8,7.46,Khá
2979,SV02979,Sinh viên 2979,8.6,7.3,7.3,4.4,5.69,Trung bình
2980,SV02980,Sinh viên 2980,6.9,3.1,5.6,7.0,6.2,Trung bình
2981,SV02981,Sinh viên 2981,8.7,7.3,9.3,5.7,6.78,Khá
2982,SV02982,Sinh viên 2982,8.5,9.0,9.8,2.0,4.87,Yếu
2983,SV02983,Sinh viên 2983,5.5,5.0,9.2,4.5,5.38,Trung bình
2984,SV02984,Sinh viên 2984,8.7,4.5,8.7,9.8,8.73,Giỏi
2985,SV02985,Sinh viên 2985,5.8,6.0,4.3,9.9,8.07,Giỏi
2986,SV02986,Sinh viên 2986,8.4,7.2,8.1,8.3,8.12,Giỏi
2987,SV02987,Sinh viên 2987,6.6,7.1,3.3,6.9,6.36,Trung bình
2988,SV02988,Sinh viên 2988,6.0,5.1,5.2,4.8,5.03,Trung bình
2989,SV02989,Sinh viên 2989,9.3,3.4,4.3,3.7,4.3,Yếu
2990,SV02990,Sinh viên 2990,9.5,8.7,3.4,5.1,5.82,Trung bình
2991,SV02991,Sinh viên 2991,5.3,9.8,8.6,7.2,7.61,Khá
2992,SV02992,Sinh viên 2992,8.2,7.0,8.2,6.3,6.88,Khá
2993,SV02993,Sinh viên 2993,5.9,8.2,6.3,3.9,5.1,Trung bình
2994,SV02994,Sinh viên 2994,9.8,6.2,9.3,7.2,7.62,Khá
2995,SV02995,Sinh viên 2995,6.0,5.0,7.5,8.2,7.39,Khá
2996,SV02996,Sinh viên 2996,6.2,6.7,5.1,9.3,7.97,Khá
2997,SV02997,Sinh viên 2997,5.2,4.3,7.0,3.3,4.19,Yếu
2998,SV02998,Sinh viên 2998,5.6,7.4,9.9,2.2,4.48,Yếu
2999,SV02999,Sinh viên 2999,5.9,7.7,8.1,5.7,6.38,Trung bình
3000,SV03000,Sinh viên 3000,7.2,4.0,8.1,5.4,5.78,Trung bình
3001,SV03001,Sinh viên 3001,7.7,8.0,3.9,6.8,6.63,Khá
3002,SV03002,Sinh viên 3002,6.4,9.2,6.0,7.9,7.66,Khá
3003,SV03003,Sinh viên 3003,5.4,5.6,9.7,2.0,4.04,Yếu
3004,SV03004,Sinh viên 3004,6.7,8.5,9.3,8.9,8.68,Giỏi
3005,SV03005,Sinh viên 3005,7.3,3.9,9.3,9.5,8.41,Giỏi
3006,SV03006,Sinh viên 3006,8.9,4.4,5.2,3.7,4.55,Yếu
3007,SV03007,Sinh viên 3007,8.4,5.0,9.2,7.9,7.71,Khá
3008,SV03008,Sinh viên 3008,9.9,6.0,6.5,5.2,5.99,Trung bình
3009,SV03009,Sinh viên 3009,7.3,3.5,8.8,3.7,4.79,Yếu
3010,SV03010,Sinh viên 3010,7.1,7.7,5.8,9.2,8.25,Giỏi
3011,SV03011,Sinh viên 3011,5.0,4.2,7.9,3.7,4.54,Yếu
3012,SV03012,Sinh viên 3012,5.5,8.9,6.6,7.0,7.08,Khá
3013,SV03013,Sinh viên 3013,6.8,4.7,6.7,5.2,5.51,Trung bình
3014,SV03014,Sinh viên 3014,6.9,5.3,3.8,7.6,6.62,Khá
3015,SV03015,Sinh viên 3015,8.2,9.2,8.3,6.3,7.22,Khá
3016,SV03016,Sinh viên 3016,9.4,3.6,3.2,3.5,4.06,Yếu
3017,SV03017,Sinh viên 3017,6.7,5.0,8.1,9.9,8.57,Giỏi
3018,SV03018,Sinh viên 3018,6.8,6.2,7.8,2.6,4.34,Yếu
3019,SV03019,Sinh viên 3019,5.8,5.6,7.1,3.6,4.64,Yếu
3020,SV03020,Sinh viên 3020,8.7,6.5,3.5,9.3,7.95,Khá
3021,SV03021,Sinh viên 3021,7.9,8.6,7.0,5.4,6.37,Trung bình
3022,SV03022,Sinh viên 3022,8.2,3.9,4.1,2.4,3.46,Yếu
3023,SV03023,Sinh viên 3023,9.1,9.2,7.7,6.1,7.1,Khá
3024,SV03024,Sinh viên 3024,5.6,5.1,9.4,6.5,6.63,Khá
3025,SV03025,Sinh viên 3025,8.3,5.1,7.6,3.1,4.59,Yếu
3026,SV03026,Sinh viên 3026,7.9,5.5,7.3,7.0,6.91,Khá
3027,SV03027,Sinh viên 3027,8.3,6.7,8.4,3.7,5.32,Trung bình
3028,SV03028,Sinh viên 3028,8.1,8.1,4.1,9.0,8.04,Giỏi
3029,SV03029,Sinh viên 3029,7.0,3.3,9.0,4.6,5.3,Trung bình
3030,SV03030,Sinh viên 3030,9.2,6.4,3.6,9.1,7.88,Khá
3031,SV03031,Sinh viên 3031,7.9,7.9,3.6,3.7,4.73,Yếu
3032,SV03032,Sinh viên 3032,8.5,8.5,5.1,5.5,6.19,Trung bình
3033,SV03033,Sinh viên 3033,7.8,9.4,8.5,7.6,8.02,Giỏi
3034,SV03034,Sinh viên 3034,6.3,6.4,5.0,7.2,6.66,Khá
3035,SV03035,Sinh viên 3035,9.9,6.8,8.9,9.8,9.22,Giỏi
3036,SV03036,Sinh viên 3036,5.2,4.9,8.7,7.1,6.82,Khá
3037,SV03037,Sinh viên 3037,9.0,5.2,8.5,2.6,4.51,Yếu
3038,SV03038,Sinh viên 3038,6.1,9.5,8.9,4.3,5.95,Trung bình
3039,SV03039,Sinh viên 3039,6.3,6.2,5.3,6.9,6.49,Trung bình
3040,SV03040,Sinh viên 3040,7.0,9.0,5.3,4.2,5.37,Trung bình
3041,SV03041,Sinh viên 3041,8.0,3.6,4.2,3.8,4.25,Yếu
3042,SV03042,Sinh viên 3042,6.4,5.0,6.8,8.8,7.69,Khá
3043,SV03043,Sinh viên 3043,6.2,3.6,8.8,8.9,7.82,Khá
3044,SV03044,Sinh viên 3044,9.1,7.4,3.1,8.3,7.46,Khá
3045,SV03045,Sinh viên 3045,7.4,4.7,3.5,7.0,6.17,Trung bình
3046,SV03046,Sinh viên 3046,9.9,9.8,10.0,4.2,6.48,Trung bình
3047,SV03047,Sinh viên 3047,5.4,7.4,9.1,3.3,5.0,Trung bình
3048,SV03048,Sinh viên 3048,6.2,5.8,7.1,4.3,5.13,Trung bình
3049,SV03049,Sinh viên 3049,8.6,6.8,4.0,9.0,7.88,Khá
3050,SV03050,Sinh viên 3050,7.4,9.9,6.2,6.4,7.0,Khá
3051,SV03051,Sinh viên 3051,9.3,3.3,5.6,9.0,7.66,Khá
3052,SV03052,Sinh viên 3052,7.4,8.4,8.0,3.9,5.54,Trung bình
3053,SV03053,Sinh viên 3053,5.8,4.1,9.5,3.8,4.9,Yếu
3054,SV03054,Sinh viên 3054,9.1,4.3,3.4,2.9,3.8,Yếu
3055,SV03055,Sinh viên 3055,7.6,6.7,9.3,5.7,6.58,Khá
3056,SV03056,Sinh viên 3056,5.7,4.1,3.6,9.7,7.54,Khá
3057,SV03057,Sinh viên 3057,8.9,8.7,6.0,9.2,8.61,Giỏi
3058,SV03058,Sinh viên 3058,6.1,8.1,9.1,6.2,6.91,Khá
3059,SV03059,Sinh viên 3059,9.9,6.5,5.5,5.8,6.27,Trung bình
3060,SV03060,Sinh viên 3060,8.1,5.7,5.4,6.1,6.13,Trung bình
3061,SV03061,Sinh viên 3061,6.9,7.5,6.2,4.5,5.44,Trung bình
3062,SV03062,Sinh viên 3062,5.4,9.7,5.5,9.5,8.52,Giỏi
3063,SV03063,Sinh viên 3063,5.4,5.4,6.4,6.1,5.97,Trung bình
3064,SV03064,Sinh viên 3064,8.3,5.0,5.0,9.5,8.03,Giỏi
3065,SV03065,Sinh viên 3065,9.0,9.5,5.8,2.1,4.46,Yếu
3066,SV03066,Sinh viên 3066,8.8,5.4,7.7,9.5,8.54,Giỏi
3067,SV03067,Sinh viên 3067,5.3,5.1,9.0,9.3,8.22,Giỏi
3068,SV03068,Sinh viên 3068,9.9,6.8,5.1,9.0,8.17,Giỏi
3069,SV03069,Sinh viên 3069,6.2,8.1,8.3,3.7,5.3,Trung bình
3070,SV03070,Sinh viên 3070,9.3,4.3,5.9,7.8,7.14,Khá
3071,SV03071,Sinh viên 3071,5.1,4.2,5.3,7.0,6.13,Trung bình
3072,SV03072,Sinh viên 3072,5.6,8.4,9.3,8.4,8.26,Giỏi
3073,SV03073,Sinh viên 3073,6.1,7.3,3.7,5.5,5.56,Trung bình
3074,SV03074,Sinh viên 3074,6.9,9.3,3.6,2.9,4.37,Yếu
3075,SV03075,Sinh viên 3075,7.0,7.8,4.9,9.4,8.24,Giỏi
3076,SV03076,Sinh viên 3076,9.5,3.8,8.3,5.8,6.25,Trung bình
3077,SV03077,Sinh viên 3077,7.2,8.9,7.7,8.6,8.37,Giỏi
3078,SV03078,Sinh viên 3078,7.7,7.6,5.6,8.5,7.85,Khá
3079,SV03079,Sinh viên 3079,8.4,9.7,6.3,4.6,6.0,Trung bình
3080,SV03080,Sinh viên 3080,9.3,7.4,7.7,3.2,5.12,Trung bình
3081,SV03081,Sinh viên 3081,8.3,7.4,8.0,3.3,5.12,Trung bình
3082,SV03082,Sinh viên 3082,9.9,3.8,8.3,8.9,8.14,Giỏi
3083,SV03083,Sinh viên 3083,8.6,10.0,4.9,7.8,7.77,Khá
3084,SV03084,Sinh viên 3084,5.1,10.0,8.4,5.1,6.33,Trung bình
3085,SV03085,Sinh viên 3085,9.2,9.5,9.1,9.7,9.53,Giỏi
3086,SV03086,Sinh viên 3086,8.8,6.7,7.3,7.7,7.6,Khá
3087,SV03087,Sinh viên 3087,8.9,6.5,9.6,4.0,5.71,Trung bình
3088,SV03088,Sinh viên 3088,9.7,3.7,5.6,7.3,6.75,Khá
3089,SV03089,Sinh viên 3089,8.6,3.3,7.7,2.9,4.25,Yếu
3090,SV03090,Sinh viên 3090,7.2,9.8,7.4,3.8,5.58,Trung bình
3091,SV03091,Sinh viên 3091,7.2,3.2,4.6,6.6,5.85,Trung bình
3092,SV03092,Sinh viên 3092,8.7,9.9,7.3,10.0,9.45,Giỏi
3093,SV03093,Sinh viên 3093,7.6,7.6,3.8,6.2,6.19,Trung bình
3094,SV03094,Sinh viên 3094,7.8,9.5,7.7,8.6,8.52,Giỏi
3095,SV03095,Sinh viên 3095,9.6,3.1,4.0,2.5,3.52,Yếu
3096,SV03096,Sinh viên 3096,8.8,5.5,4.5,3.6,4.54,Yếu
3097,SV03097,Sinh viên 3097,9.3,7.6,4.3,5.1,5.77,Trung bình
3098,SV03098,Sinh viên 3098,8.7,9.6,5.2,2.8,4.77,Yếu
3099,SV03099,Sinh viên 3099,8.6,6.9,7.5,5.7,6.44,Trung bình
3100,SV03100,Sinh viên 3100,7.5,8.1,3.6,6.8,6.58,Khá
3101,SV03101,Sinh viên 3101,5.3,5.1,8.0,4.0,4.89,Yếu
3102,SV03102,Sinh viên 3102,6.9,8.9,4.2,4.3,5.23,Trung bình
3103,SV03103,Sinh viên 3103,9.5,6.3,3.2,7.9,7.12,Khá
3104,SV03104,Sinh viên 3104,5.8,5.2,7.0,4.0,4.81,Yếu
3105,SV03105,Sinh viên 3105,6.2,4.2,6.0,3.6,4.31,Yếu
3106,SV03106,Sinh viên 3106,8.9,6.9,7.2,4.8,5.88,Trung bình
3107,SV03107,Sinh viên 3107,9.7,3.9,9.9,7.6,7.6,Khá
3108,SV03108,Sinh viên 3108,8.7,5.0,7.2,2.5,4.2,Yếu
3109,SV03109,Sinh viên 3109,6.4,9.3,3.2,5.5,5.81,Trung bình
3110,SV03110,Sinh viên 3110,7.3,10.0,4.3,8.8,8.16,Giỏi
3111,SV03111,Sinh viên 3111,9.6,8.3,3.2,6.9,6.82,Khá
3112,SV03112,Sinh viên 3112,8.5,3.9,8.4,2.3,4.08,Yếu
3113,SV03113,Sinh viên 3113,8.0,9.0,9.4,8.7,8.78,Giỏi
3114,SV03114,Sinh viên 3114,9.8,4.2,4.1,4.4,4.87,Yếu
3115,SV03115,Sinh viên 3115,6.4,6.1,7.2,5.4,5.88,Trung bình
3116,SV03116,Sinh viên 3116,9.4,7.2,3.8,9.8,8.47,Giỏi
3117,SV03117,Sinh viên 3117,6.0,3.5,7.9,8.5,7.41,Khá
3118,SV03118,Sinh viên 3118,7.2,5.5,3.8,7.5,6.62,Khá
3119,SV03119,Sinh viên 3119,7.6,6.6,7.4,7.6,7.42,Khá
3120,SV03120,Sinh viên 3120,6.2,9.6,5.1,5.2,5.95,Trung bình
3121,SV03121,Sinh viên 3121,6.1,4.6,9.9,7.3,7.16,Khá
3122,SV03122,Sinh viên 3122,9.5,9.9,3.8,8.1,7.86,Khá
3123,SV03123,Sinh viên 3123,9.6,3.9,5.2,3.7,4.54,Yếu
3124,SV03124,Sinh viên 3124,7.4,4.3,7.1,4.3,5.03,Trung bình
3125,SV03125,Sinh viên 3125,5.6,8.5,4.3,4.5,5.18,Trung bình
3126,SV03126,Sinh viên 3126,6.0,4.8,8.9,3.5,4.75,Yếu
3127,SV03127,Sinh viên 3127,5.2,3.9,3.2,5.5,4.88,Yếu
3128,SV03128,Sinh viên 3128,7.9,4.6,7.5,4.1,5.06,Trung bình
3129,SV03129,Sinh viên 3129,9.8,8.5,7.3,3.9,5.69,Trung bình
3130,SV03130,Sinh viên 3130,9.7,8.4,5.0,4.4,5.62,Trung bình
3131,SV03131,Sinh viên 3131,7.6,7.2,3.9,3.8,4.71,Yếu
3132,SV03132,Sinh viên 3132,5.7,6.7,5.7,2.1,3.69,Yếu
3133,SV03133,Sinh viên 3133,7.1,9.5,6.7,9.9,9.08,Giỏi
3134,SV03134,Sinh viên 3134,7.2,6.7,8.9,2.7,4.68,Yếu
3135,SV03135,Sinh viên 3135,10.0,3.2,6.5,6.0,6.05,Trung bình
3136,SV03136,Sinh viên 3136,6.8,6.0,5.7,9.4,8.07,Giỏi
3137,SV03137,Sinh viên 3137,9.7,3.3,4.5,3.5,4.24,Yếu
3138,SV03138,Sinh viên 3138,10.0,3.0,7.2,4.2,5.05,Trung bình
3139,SV03139,Sinh viên 3139,7.2,4.1,6.4,10.0,8.29,Giỏi
